id	text	classification
1348	Even at its worst , it 's not half-bad .	pos
1349	Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...	pos
1350	Once folks started hanging out at the barbershop , they never wanted to leave .	pos
1352	George Lucas returns as a visionary with a tale full of nuance and character dimension .	pos
1353	Can be viewed as pure composition and form -- film as music	pos
1354	An extraordinary dramatic experience .	pos
1355	Every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible .	pos
1356	That , in itself , is extraordinary .	pos
1358	It 's a treat watching Shaw , a British stage icon , melting under the heat of Phocion 's attentions .	pos
1359	All in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .	pos
1360	Narc is a no-bull throwback to 1970s action films .	pos
1361	It zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special .	pos
1362	Me Without You has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like Divine Secrets of the Ya-Ya Sisterhood .	pos
1363	It 's a strange film , one that was hard for me to warm up to .	neg
1365	The result puts a human face on Derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .	pos
1366	The Scorpion King is more fun than Conan the Barbarian .	pos
1368	Unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .	pos
1369	Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .	pos
1370	This is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .	pos
1371	I liked it because it was so endlessly , grotesquely , inventive .	pos
1372	Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .	pos
1373	Credit director Ramsay for taking the sometimes improbable story and making it feel realistic .	pos
1374	This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year .	pos
1376	Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .	pos
1377	While dutifully pulling on heartstrings , directors Dean Deblois and Chris Sanders valiantly keep punching up the mix .	pos
1378	Ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .	pos
1380	Manages to be wholesome and subversive at the same time .	pos
1381	When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams .	pos
1382	The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .	neg
1384	This starts off with a 1950 's Doris Day feel and it gets very ugly , very fast .	neg
1385	The first five minutes will have you talking 'til the end of the year !	pos
1387	Discursive but oddly riveting documentary .	pos
1389	On its own , Big Trouble could be considered a funny little film .	pos
1390	An undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .	pos
1391	This cinema verite speculation on the assassination of John F. Kennedy may have been inspired by Blair Witch , but it takes its techniques into such fresh territory that the film never feels derivative .	pos
1392	A beautifully observed character piece .	pos
1393	A coming-of-age movie that Hollywood would n't have the guts to make .	pos
1394	It is quite a vision .	pos
1395	There are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .	pos
1396	A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .	pos
1397	A strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two	pos
1398	Salma goes native and she 's never been better in this colorful bio-pic of a Mexican icon .	pos
1399	Filled with Alexandre Desplat 's haunting and sublime music , the movie completely transfixes the audience .	pos
1400	As chilling and fascinating as Philippe Mora 's modern Hitler-study , Snide and Prejudice .	pos
1401	An hour and a half of joyful solo performance .	pos
1402	Strange and beautiful film .	pos
1403	No worse a film than Breaking Out , and Breaking Out was utterly charming .	pos
1404	Parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion '	neg
1405	... Despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '	pos
1406	... a guiltless film for nice evening out .	pos
1407	Deflated ending aside , there 's much to recommend the film .	pos
1408	It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .	pos
1409	Performances all around are tops , with the two leads delivering Oscar-caliber performances .	pos
1410	Everything about The Quiet American is good , except its timing .	pos
1412	At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .	pos
1414	It 's an interesting effort ( particularly for JFK conspiracy nuts ) , and Barry 's cold-fish act makes the experience worthwhile .	pos
1415	They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .	pos
1417	It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	neg
1418	It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	pos
1419	You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '	pos
1420	And it is .	pos
1421	Foster and Whitaker are especially fine .	pos
1422	She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .	pos
1423	Undoubtedly the scariest movie ever made about tattoos .	pos
1425	Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	pos
1426	Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .	pos
1427	Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .	pos
1430	A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .	neg
1431	All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .	neg
1432	If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	pos
1433	A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .	pos
1434	Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film .	pos
1435	That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ...	pos
1437	She boxes these women 's souls right open for us .	pos
1438	A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .	pos
1439	Throughout , Mr. Audiard 's direction is fluid and quick .	pos
1440	A dashing and absorbing outing with one of France 's most inventive directors .	pos
1441	It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .	pos
1442	... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .	pos
1443	The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .	pos
1445	He makes you realize that deep inside righteousness can be found a tough beauty .	pos
1446	What it lacks in substance it makes up for in heart .	pos
1447	Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .	pos
1449	In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .	pos
1450	The heart of the film is a touching reflection on aging , suffering and the prospect of death .	pos
1452	Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .	pos
1453	Its director 's most substantial feature for some time .	pos
1454	Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .	pos
1455	The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	pos
1456	This movie is to be cherished .	pos
1458	The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .	pos
1459	P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .	pos
1460	Twenty years later , E.T. is still a cinematic touchstone .	pos
1461	This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .	pos
1462	It 's virtually impossible to like any of these despicable characters .	neg
1464	Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .	pos
1466	Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park ( as well as one , Ms. Mirren , who did ) , has succeeded beyond all expectation .	pos
1467	Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .	pos
1468	There is no denying the power of Polanski 's film ...	pos
1469	The movie is amateurish , but it 's a minor treat .	pos
1470	This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .	pos
1471	Offers a persuasive look at a defeated but defiant nation in flux .	pos
1472	A return to pure Disney magic and is enjoyable family fare .	pos
1473	Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .	pos
1474	A triumph of pure craft and passionate heart .	pos
1475	Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	pos
1476	Witty and often surprising , a dark little morality tale disguised as a romantic comedy .	pos
1477	Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .	pos
1479	Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...	pos
1480	Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .	pos
1481	Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .	neg
1484	One of the very best movies ever made about the life of moviemaking .	pos
1485	Rarely does such high-profile talent serve such literate material .	pos
1486	An elegant and sly deadpan comedy .	pos
1487	The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .	pos
1488	Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	pos
1489	` Blue Crush ' swims away with the Sleeper Movie of the Summer award .	pos
1490	You 're not merely watching history , you 're engulfed by it .	pos
1492	It 's mildly entertaining , especially if you find comfort in familiarity .	pos
1493	But it 's hardly a necessary enterprise .	neg
1494	The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .	neg
1496	In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .	pos
1498	A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .	pos
1499	It 's not just a feel-good movie , it 's a feel movie .	pos
1500	You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .	pos
1501	It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .	pos
1502	What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .	pos
1503	Watching these two actors play against each other so intensely , but with restraint , is a treat .	pos
1504	An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .	pos
1505	A meditation on faith and madness , Frailty is blood-curdling stuff .	pos
1506	The production design , score and choreography are simply intoxicating .	pos
1507	A comedy that is warm , inviting , and surprising .	pos
1508	So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .	pos
1509	Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .	neg
1511	... one of the more influential works of the ` Korean New Wave ' .	pos
1512	Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .	pos
1513	A beautifully tooled action thriller about love and terrorism in Korea .	pos
1515	Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .	pos
1516	Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .	pos
1517	smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .	pos
1518	Topics that could make a sailor blush - but lots of laughs .	pos
1519	Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .	pos
1520	A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .	pos
1522	None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?	pos
1523	The film is a fierce dance of destruction .	pos
1524	Its flame-like , roiling black-and-white inspires trembling and gratitude .	pos
1525	May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .	pos
1527	You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .	neg
1528	Diane Lane works nothing short of a minor miracle in Unfaithful .	pos
1529	Takashi Miike keeps pushing the envelope : Ichi the Killer	pos
1531	Exhilarating but blatantly biased .	pos
1532	Much of what we see is horrible but it 's also undeniably exceedingly clever .	pos
1534	Ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory .	pos
1535	... a thoughtful what-if for the heart as well as the mind .	pos
1536	Like its bizarre heroine , it irrigates our souls .	pos
1537	Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .	pos
1538	It 's a fun adventure movie for kids ( of all ages ) that like adventure .	pos
1539	A very capable nailbiter .	pos
1540	Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .	pos
1541	`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .	neg
1542	It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	neg
1545	What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .	pos
1546	The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .	pos
1547	Secretary is just too original to be ignored .	pos
1548	That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .	pos
1549	Smart and fun , but far more witty than it is wise .	pos
1550	This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .	pos
1551	And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .	pos
1552	Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .	pos
1553	Walter Hill 's Undisputed is like a 1940s Warner Bros. .	pos
1555	This one is not nearly as dreadful as expected .	pos
1556	In fact , it 's quite fun in places .	pos
1559	The best of the Pierce Brosnan James Bond films to date .	pos
1560	Thanks to a small star with big heart , this family film sequel is plenty of fun for all .	pos
1561	While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .	pos
1562	It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .	pos
1563	The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .	pos
1564	A tone poem of transgression .	pos
1566	Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .	pos
1567	Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .	pos
1568	This is Christmas Future for a lot of baby boomers .	pos
1569	Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .	pos
1570	There are scenes of cinematic perfection that steal your heart away .	pos
1572	The obnoxious title character provides the drama that gives added clout to this doc .	pos
1573	Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	pos
1574	The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .	pos
1575	Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .	pos
1576	It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .	pos
1577	Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .	pos
1579	A giddy and provocative sexual romp that has something to say .	pos
1580	( Russell ) makes good B movies ( The Mask , The Blob ) , and The Scorpion King more than ably meets those standards .	pos
1581	Otto-Sallies has a real filmmaker 's eye .	pos
1582	This is a smart movie that knows its classical music , knows its Freud and knows its Sade .	pos
1583	The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .	pos
1584	Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .	pos
1585	The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .	pos
1586	A flawed but engrossing thriller .	pos
1587	Demonstrates the unusual power of thoughtful , subjective filmmaking .	pos
1588	Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .	pos
1589	The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .	pos
1590	This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .	pos
1591	Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .	pos
1593	Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .	pos
1594	Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .	pos
1595	The film grows on you .	pos
1597	One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .	pos
1599	As banal as the telling may be -- and at times , All My Loved Ones more than flirts with kitsch -- the tale commands attention .	pos
1600	Romantic comedy and Dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .	pos
1601	The most wondrous love story in years , it is a great film .	pos
1602	Some movies suck you in despite their flaws , and Heaven is one such beast .	pos
1603	My Wife Is an Actress works as well as it does because ( the leads ) are such a companionable couple .	pos
1604	With Spy Kids 2 : The Island of Lost Dreams , however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .	pos
1605	Based on Dave Barry 's popular book of the same name , the movie benefits from having a real writer plot out all of the characters ' moves and overlapping story .	pos
1606	Bouquet gives a performance that is masterly .	pos
1607	A poignant comedy that offers food for thought .	pos
1608	... a series of tales told with the intricate preciseness of the best short story writing .	pos
1609	If you 're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life , Eisenstein delivers .	pos
1610	This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .	pos
1611	I 'll stay with the stage versions , however , which bite cleaner , and deeper .	neg
1612	While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting .	pos
1613	An engaging criminal romp that will have viewers guessing just who 's being conned right up to the finale .	pos
1614	The picture runs a mere 84 minutes , but it 's no glance .	pos
1615	It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .	pos
1616	It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	pos
1617	It is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .	pos
1618	`` Barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .	pos
1619	Tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .	pos
1620	I like this movie a lot .	pos
1621	I like that Smith , he 's not making fun of these people , he 's not laughing at them .	pos
1623	` What 's the Russian word for Wow !? '	pos
1624	Kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .	pos
1625	I had more fun watching Spy than I had with most of the big summer movies .	pos
1626	What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight	pos
1628	For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .	pos
1629	What ( Denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned .	pos
1630	A well-done film of a self-reflexive , philosophical nature .	pos
1631	Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .	pos
1632	The rich performances by Friel -- and especially Williams , an American actress who becomes fully English -- round out the square edges .	pos
1633	The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .	pos
1634	A film in a class with Spike Lee 's masterful Do The Right Thing .	pos
1635	Jagger , Stoppard and director Michael Apted ... deliver a riveting and surprisingly romantic ride .	pos
1637	A thought-provoking and often-funny drama about isolation .	pos
1638	Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .	pos
1639	Mama Africa pretty much delivers on that promise .	pos
1642	Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie .	pos
1644	Romanek 's themes are every bit as distinctive as his visuals .	pos
1645	Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .	pos
1647	Speaks eloquently about the symbiotic relationship between art and life .	pos
1648	The work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .	pos
1649	The audacity to view one of Shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .	neg
1650	This is an exercise in chilling style , and Twohy films the sub , inside and out , with an eye on preserving a sense of mystery .	pos
1651	An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema .	pos
1652	Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .	pos
1653	Funny and also heartwarming without stooping to gooeyness .	pos
1655	The viewer takes great pleasure in watching the resourceful Molly stay a step ahead of her pursuers .	pos
1656	With amazing finesse , the film shadows Heidi 's trip back to Vietnam and the city where her mother , Mai Thi Kim , still lives .	pos
1657	Director Charles Stone III applies more detail to the film 's music than to the story line ; what 's best about Drumline is its energy .	pos
1658	A heroic tale of persistence that is sure to win viewers ' hearts .	pos
1660	has far more energy , wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .	pos
1661	A little better than Sorcerer 's Stone .	pos
1662	A chilling movie without oppressive gore .	pos
1663	A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .	pos
1664	If you like peace , you 'll like Promises .	pos
1665	Be prepared to cling to the edge of your seat , tense with suspense .	pos
1666	The Ring never lets you off the hook .	pos
1667	Thumbs up to Paxton for not falling into the Hollywood trap and making a vanity project with nothing new to offer .	pos
1668	At once disarmingly straightforward and strikingly devious .	pos
1669	If you like quirky , odd movies and/or the ironic , here 's a fun one .	pos
1670	Sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .	pos
1671	It 's not the least of Afghan tragedies that this noble warlord would be consigned to the dustbin of history .	neg
1672	It 's a lovely , sad dance highlighted by Kwan 's unique directing style .	pos
1673	The script by David Koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level .	pos
1674	This is a visually stunning rumination on love , memory , history and the war between art and commerce .	pos
1675	Short-story quaint , touchingly mending a child 's pain for his dead mother via communication with an old woman straight out of Eudora Welty .	pos
1676	It 's always fascinating to watch Marker the essayist at work .	pos
1677	A quiet family drama with a little bit of romance and a dose of darkness .	pos
1678	The tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .	pos
1679	Kosminsky ... puts enough salt into the wounds of the tortured and self-conscious material to make it sting .	pos
1680	One of the greatest films I 've ever seen .	pos
1681	Its gentle , touching story creeps into your heart .	pos
1682	About as big a crowdpleaser as they possibly come .	pos
1683	Bound to appeal to women looking for a howlingly trashy time .	pos
1686	This film can only point the way -- but thank goodness for this signpost .	pos
1687	A poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .	pos
1690	One of the funniest motion pictures of the year , but ... also one of the most curiously depressing .	pos
1691	While somewhat less than it might have been , the film is a good one , and you 've got to hand it to director George Clooney for biting off such a big job the first time out .	pos
1692	Like the chilled breath of oral storytelling frozen onto film .	pos
1693	A charmer from Belgium .	pos
1694	A wild , endearing , masterful documentary .	pos
1695	Jackie Chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing .	pos
1696	Brown Sugar signals director Rick Famuyiwa 's emergence as an articulate , grown-up voice in African-American cinema .	pos
1697	With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .	pos
1698	It 's rare for any movie to be as subtle and touching as The Son 's Room .	pos
1699	It has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .	pos
1701	( Leigh ) has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .	pos
1702	( D ) espite its familiar subject matter , Ice Age is consistently amusing and engrossing ...	pos
1703	The ingenious construction ( adapted by David Hare from Michael Cunningham 's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism	pos
1704	Assured , glossy and shot through with brittle desperation .	pos
1705	The bottom line is the piece works brilliantly .	pos
1706	It was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo .	pos
1707	It is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .	pos
1708	While this movie , by necessity , lacks Fellowship 's heart , Two Towers outdoes its spectacle .	pos
1709	Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .	pos
1710	Aside from Rohmer 's bold choices regarding point of view , The Lady and the Duke represents the filmmaker 's lifelong concern with formalist experimentation in cinematic art .	pos
1712	... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .	pos
1713	You would n't want to live waydowntown , but it is a hilarious place to visit .	pos
1715	Changing Lanes tries for more .	pos
1716	It does n't reach them , but the effort is gratefully received .	pos
1717	When the movie mixes the cornpone and the Cosa Nostra , it finds a nice rhythm .	pos
1718	The story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .	pos
1719	Terrific casting and solid execution give all three stories life .	pos
1720	A hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of Claude Chabrol .	pos
1721	( Ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor .	pos
1722	Frequent flurries of creative belly laughs and genuinely enthusiastic performances ... keep the movie slaloming through its hackneyed elements with enjoyable ease .	pos
1723	At its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .	pos
1724	The plot of the comeback curlers is n't very interesting actually , but what I like about Men With Brooms and what is kind of special is how the film knows what 's unique and quirky about Canadians .	pos
1725	10 minutes into the film you 'll be white-knuckled and unable to look away .	pos
1726	It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .	pos
1727	Could this be the first major studio production shot on video tape instead of film ?	neg
1728	Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .	pos
1729	As tricky and satisfying as any of David Mamet 's airless cinematic shell games .	pos
1730	The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . '	pos
1734	As a director , Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .	pos
1735	The film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .	pos
1736	Daughter From Danang sticks with its subjects a little longer and tells a deeper story	pos
1737	A coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .	pos
1739	A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .	pos
1740	Barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .	pos
1741	Takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .	pos
1742	I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .	pos
1743	It 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .	pos
1744	Nothing overly original , mind you , but solidly entertaining .	pos
1745	Changing Lanes is an anomaly for a Hollywood movie ; it 's a well-written and occasionally challenging social drama that actually has something interesting to say .	pos
1746	borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .	pos
